Authorization Status,Country of FD Name,Item Category,Quantity,Item Net Weight,Item Grams,Rate,Invoice Date Only,Invoice Quantity,Invoice Status,Extra Fields Final Destination,Sourcing Type,Order Status,Minimum Order Value,Load Deviation,Transaction_Value
Approved,Brazil,Generic,541,13.8,25,8.16,31-03-2025,554,Invoice Generated,Brazil,Indian Export,Order Released,140,0,4414.56
Pending,Australia,Unknown,102,7.65,75,8.78,06-04-2025,108,Invoice Generated,Australia,Indian Export,Order Released,20,82,895.56
Approved,Japan,Brand Chips,348,34.8,100,6.25,04-04-2025,356,Invoice Generated,Japan,Local/Regional Sourcing,Order Released,40,308,2175
Pending,South Korea,Generic,121,6.05,50,6.06,10-04-2025,114,Invoice Generated,South Korea,Indian Export,Order Released,80,41,733.26
Approved,USA,Generic,63,6.3,100,5.35,08-04-2025,65,Invoice Generated,USA,Indian Export,Order Released,40,23,337.05
Approved,Japan,Generic,470,85.5,300,11.17,04-04-2025,464,Invoice Generated,Japan,Indian Export,Order Released,20,425,5249.9
Under Review,Canada,Brand Chips,12,6,150,4.85,11-04-2025,13,Invoice Generated,Canada,Indian Export,Order Released,40,-28,58.2
Under Review,Italy,Regular Chips,77,3.85,50,6.15,,129,No Invoice,Italy,Indian Export,Order Pending,80,-3,473.55
Approved,China,Regular Chips,322,32.2,100,6.25,,129,No Invoice,China,Indian Export,Order Released,40,282,2012.5
Pending,Franca,Generic,176,4.4,25,8.86,,129,Invoice Pending,Franca,Indian Export,Order Pending,140,0,1559.36
Under Review,Singapore,Jerky,187,46.75,250,16.655,07-04-2025,197,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,40,147,3114.485
Pending,Italy,Popcorn,132,33,250,3.88,10-04-2025,141,Invoice Generated,Italy,Local/Regional Sourcing,Order Released,80,52,512.16
Unknown,China,Popcorn,36,1.8,50,1.76,,129,No Invoice,China,Local/Regional Sourcing,Unknown,80,-44,63.36
Under Review,Germana,Premium Chips,120,3,25,9.73,,129,Invoice Pending,Germana,Indian Export,Order Released,80,40,1167.6
Unknown,Jepan,Premium Chips,451,33.83,75,3.66,,129,No Invoice,Jepan,Local/Regional Sourcing,Order Pending,40,411,1650.66
Pending,USA,Premium Chocolate,132,6,25,16.655,,129,No Invoice,USA,Local/Regional Sourcing,Order Pending,40,92,2198.46
Pending,Spain,Generic,150,75,500,16.655,05-04-2025,160,Invoice Generated,Spain,Indian Export,Order Released,140,0,2498.25
Unknown,Italy,Generic,282,56.4,200,5.67,09-04-2025,291,Invoice Generated,Italy,Indian Export,Order Released,140,0,1598.94
Approved,Brazil,Regular Chips,99,19.8,200,4.15,,129,Invoice Generated,Brazil,Local/Regional Sourcing,Pending,40,59,410.85
Pending,Italy,Health Bars,185,9.25,50,6.13,07-04-2025,190,Invoice Generated,Italy,Indian Export,Order Pending,20,165,1134.05
Approved,India,Generic,184,36.8,200,9.54,31-03-2025,193,Invoice Generated,India,Indian Export,Order Pending,80,104,1755.36
Unknown,USA,Generic,234,58.5,250,8.54,04-04-2025,229,Invoice Generated,USA,Indian Export,Unknown,140,0,1998.36
Approved,Singapore,Regular Chips,24,15.4,300,3.36,,129,No Invoice,Singapore,Indian Export,Order Pending,20,4,80.64
Pending,South Korea,Regular Chips,200,15.4,150,4.04,09-04-2025,199,Invoice Generated,South Korea,Indian Export,Order Released,40,160,808
Unknown,USA,Jerky,96,14.4,150,16.655,10-04-2025,98,Invoice Generated,USA,Indian Export,Order Released,40,56,1598.88
Under Review,USA,Generic,541,27.5,50,15.1,09-04-2025,546,Invoice Generated,USA,Indian Export,Order Released,20,425,8169.1
Pending,South Korea,Generic,20,1.5,75,3.81,,129,Invoice Pending,South Korea,Indian Export,Order Released,40,-20,76.2
Unknown,China,Regular Chips,60,15,250,6.25,05-04-2025,60,Invoice Generated,China,Indian Export,Order Released,60,0,375
Under Review,Canada,Popcorn,132,38.4,150,1.47,09-04-2025,3,Invoice Generated,Canada,Indian Export,Order Released,40,92,194.04
Under Review,Spain,Regular Chips,235,58.75,512.5,1.99,,129,Invoice Pending,Spain,Indian Export,Order Released,40,195,467.65
Pending,South Korea,Generic,12,0.3,25,10.8,,129,No Invoice,South Korea,Indian Export,Order Pending,20,-8,129.6
Pending,Australia,Regular Nuts,84,8.4,100,15.75,29-03-2025,79,Invoice Generated,Australia,Indian Export,Order Released,40,44,1323
Unknown,UK,Generic,70,10.5,150,2.79,31-03-2025,60,Invoice Generated,UK,Indian Export,Order Pending,80,-10,195.3
Pending,Italy,Generic,176,13.2,150,6.82,02-04-2025,175,Invoice Generated,Italy,Indian Export,Order Released,40,136,1200.32
Pending,South Korea,Regular Chips,132,19.8,150,4.5,,129,No Invoice,South Korea,Indian Export,Order Pending,40,92,594
Under Review,France,Premium Chocolate,90,4.5,50,16.655,02-04-2025,100,Invoice Generated,France,Local/Regional Sourcing,Order Released,90,0,1498.95
Pending,Mexico,Brand Chips,35,3.5,100,6.56,02-04-2025,25,Invoice Generated,Mexico,Indian Export,Order Released,40,-5,229.6
Pending,Australia,Generic,60,6,100,3.82,08-04-2025,58,Invoice Generated,Australia,Local/Regional Sourcing,Order Released,40,20,229.2
Pending,Saain,Peanuts,220,16.5,75,5.54,,129,No Invoice,Saain,Indian Export,Order Released,140,0,1218.8
Under Review,Australia,Unknown,69,3.45,50,6.25,07-04-2025,59,Invoice Generated,Australia,Indian Export,Order Released,40,29,431.25
Under Review,Unknown,Generic,154,15.4,100,6.16,,129,No Invoice,Unknown,Indian Export,Order Pending,40,114,948.64
Pending,South Korea,Generic,9,4.5,500,2.8,,129,No Invoice,South Korea,Indian Export,Order Pending,80,-71,25.2
Approved,USA,Generic,72,5.4,75,2.88,,129,No Invoice,USA,Indian Export,Order Pending,40,32,207.36
Pending,South Korea,Generic,240,24,100,9.14,,129,No Invoice,South Korea,Indian Export,Order Released,20,220,2193.6
Pending,Japan,Premium Chips,132,0.7,50,9.54,,129,No Invoice,Japan,Local/Regional Sourcing,Order Released,80,52,1259.28
Under Review,USA,Generic,351,26.33,75,4.1,,129,Invoice Pending,USA,Indian Export,Order Released,80,271,1439.1
Pending,India,Generic,11,0.28,150,5.87,,129,No Invoice,India,Indian Export,Approved,80,-69,64.57
Unknown,Germany,Jerky,44,8.8,200,6.25,,129,Invoice Pending,Germany,Indian Export,Order Released,40,4,275
Pending,Brazil,Generic,150,3.75,25,9.08,,129,No Invoice,Brazil,Indian Export,Order Released,140,0,1362
Approved,USA,Generic,196,39.2,200,7.47,,129,No Invoice,USA,Indian Export,Order Pending,80,116,1464.12
Approved,South Korea,Health Bars,270,20.25,75,7.72,,129,No Invoice,South Korea,Local/Regional Sourcing,Order Released,140,0,2084.4
Unknown,Germany,Brand Chips,372,15.4,75,6.34,,129,Invoice Pending,Germany,Indian Export,Order Pending,140,0,2358.48
Pending,Germany,Generic,114,28.5,250,3.72,03-04-2025,115,Invoice Generated,Germany,Indian Export,Order Pending,114,0,424.08
Under Review,UK,Generic,108,5.4,50,8.46,01-04-2025,100,Invoice Generated,UK,Indian Export,Order Released,20,88,913.68
Under Review,Canada,Generic,18,0.9,50,6.25,,129,No Invoice,Canada,Local/Regional Sourcing,Order Released,40,-22,112.5
Pending,Singapore,Premium Chocolate,33,3.3,100,16.655,,129,No Invoice,Singapore,Indian Export,Order Pending,40,-7,549.615
Approved,Brazil,Premium Chips,124,9.3,150,7.78,,129,Unknown,Brazil,Indian Export,Order Released,40,84,964.72
Approved,Mexico,Popcorn,52,10.4,200,3.87,08-04-2025,52,Invoice Generated,Mexico,Indian Export,Order Pending,40,12,201.24
Approved,Italy,Premium Chips,161,4.03,25,7.68,29-03-2025,167,Invoice Generated,Italy,Indian Export,Order Released,20,141,1236.48
Pending,USA,Generic,14,1.4,100,3.57,03-04-2025,19,Invoice Generated,USA,Local/Regional Sourcing,Order Released,40,-26,49.98
Pending,Australia,Regular Chips,88,26.4,300,4.25,04-04-2025,79,Invoice Generated,Australia,Indian Export,Order Released,40,48,374
Pending,Japan,Generic,100,5,50,6.25,31-03-2025,94,Invoice Generated,Japan,Local/Regional Sourcing,Order Released,20,80,625
Under Review,USA,Generic,484,85.5,300,2.4,,129,Invoice Pending,USA,Indian Export,Order Pending,140,0,1161.6
Pending,Mexico,Generic,499,70,150,6.85,09-04-2025,489,Invoice Generated,Mexico,Indian Export,Unknown,20,425,3418.15
Pending,Canada,Regular Chips,400,20,50,1.93,,129,Invoice Pending,Canada,Indian Export,Order Released,140,0,772
Approved,India,Unknown,132,26.33,75,15.71,29-03-2025,129,Invoice Generated,India,Indian Export,Order Released,20,112,2073.72
Under Review,Germany,Generic,45,2.25,50,9.26,09-04-2025,50,Invoice Generated,Germany,Indian Export,Order Released,40,5,416.7
Pending,Iadia,Generic,100,20,200,2.04,,129,Invoice Pending,Iadia,Indian Export,Order Pending,100,0,204
Pending,South Korea,Generic,90,2.25,25,4.74,,129,No Invoice,South Korea,Indian Export,Order Released,90,0,426.6
Approved,Mexico,Regular Chips,315,15.75,50,3.78,12-04-2025,319,Invoice Generated,Mexico,Indian Export,Unknown,40,275,1190.7
Pending,Sinaapore,Premium Chocolate,240,60,250,6.09,11-04-2025,235,Invoice Generated,Sinaapore,Indian Export,Unknown,140,0,1461.6
Pending,India,Generic,140,3.5,25,2.53,29-03-2025,143,Invoice Generated,India,Indian Export,Order Released,40,100,354.2
Pending,Inaia,Generic,228,5.7,25,4.38,,129,No Invoice,Inaia,Indian Export,Order Released,140,0,998.64
Approved,USA,Generic,304,15.2,50,7.86,09-04-2025,301,Invoice Generated,USA,Indian Export,Order Released,40,264,2389.44
Pending,Singapoae,Dried Fruit,132,9.4,200,4.65,30-03-2025,129,Invoice Generated,Singapoae,Local/Regional Sourcing,Order Released,40,92,613.8
Pending,India,Brand Chips,120,30,250,5.39,,129,No Invoice,India,Indian Export,Order Pending,80,40,646.8
Pending,Canada,Dried Fruit,272,85.5,500,8.23,,129,Invoice Pending,Canada,Indian Export,Order Pending,80,192,2238.56
Pending,Spain,Dried Fruit,16,3.2,200,11.38,,129,No Invoice,Spain,Local/Regional Sourcing,Order Released,80,-64,182.08
Under Review,China,Generic,16,8,500,4.58,05-04-2025,25,Invoice Generated,China,Indian Export,Order Released,40,-24,73.28
Under Review,South Korea,Generic,155,77.5,500,8.23,04-04-2025,146,Invoice Generated,South Korea,Indian Export,Order Pending,20,135,1275.65
Pending,Italy,Generic,414,15.4,300,5.33,,129,Invoice Pending,Italy,Local/Regional Sourcing,Order Released,40,374,2206.62
Approved,Canada,Popcorn,69,10.35,150,1.43,06-04-2025,72,Invoice Generated,Canada,Local/Regional Sourcing,Order Released,40,29,98.67
Pending,USA,Popcorn,260,78,512.5,2.51,,129,No Invoice,USA,Local/Regional Sourcing,Order Released,20,240,652.6
Approved,India,Generic,28,1.4,50,9.17,,129,Invoice Pending,India,Local/Regional Sourcing,Order Released,40,-12,256.76
Pending,UK,Premium Nuts,180,13.5,75,16.655,,129,No Invoice,UK,Indian Export,Order Pending,80,100,2997.9
Pending,Canada,Generic,90,6.75,75,6.23,06-04-2025,80,Invoice Generated,Canada,Indian Export,Approved,40,50,560.7
Pending,France,Trail Mix,86,43,500,9.78,09-04-2025,79,Invoice Generated,France,Indian Export,Order Released,40,46,841.08
Pending,South Korea,Generic,144,15.4,200,9.67,,129,Invoice Generated,South Korea,Local/Regional Sourcing,Order Released,140,0,1392.48
Pending,Spain,Dried Fruit,100,30,300,8.39,,129,Invoice Generated,Spain,Indian Export,Order Released,20,80,839
Under Review,China,Generic,144,36,250,9.17,11-04-2025,135,Invoice Generated,China,Indian Export,Order Released,40,104,1320.48
Unknown,USA,Popcorn,185,85.5,500,5.33,02-04-2025,187,Invoice Generated,USA,Local/Regional Sourcing,Order Released,80,105,986.05
Pending,South Korea,Generic,341,51.15,150,5.09,,129,No Invoice,South Korea,Indian Export,Order Released,140,0,1735.69
Pending,Singapore,Unknown,153,38.25,250,8.53,,129,Unknown,Singapore,Indian Export,Order Pending,80,73,1305.09
Under Review,China,Brand Chips,48,24,500,7.42,12-04-2025,42,Invoice Generated,China,Indian Export,Order Released,20,28,356.16
Pending,Italy,Generic,17,1.27,75,4.6,,129,No Invoice,Italy,Local/Regional Sourcing,Order Released,17,0,78.2
Under Review,India,Dried Fruit,270,20.25,75,7.94,,129,Invoice Pending,India,Indian Export,Order Released,140,0,2143.8
Pending,South Korea,Premium Chips,70,17.5,250,8.59,08-04-2025,73,Invoice Generated,South Korea,Indian Export,Order Pending,40,30,601.3
Under Review,Germany,Generic,160,8,50,8.24,,129,Invoice Pending,Germany,Indian Export,Order Pending,140,0,1318.4
Pending,Japan,Brand Chips,48,9.6,200,7.35,11-04-2025,45,Invoice Generated,Japan,Indian Export,Order Released,48,0,352.8
Pending,India,Generic,32,8,250,5.33,03-04-2025,30,Invoice Generated,India,Indian Export,Order Released,40,-8,170.56
Pending,Canada,Generic,390,19.5,150,9.94,,129,No Invoice,Canada,Local/Regional Sourcing,Order Pending,40,350,3876.6
Pending,Australia,Generic,98,4.9,50,10.17,,129,No Invoice,Australia,Indian Export,Order Released,40,58,996.66
Approved,Italy,Jerky,66,1.65,25,16.655,,129,No Invoice,Italy,Indian Export,Order Pending,40,26,1099.23
Pending,Japan,Generic,24,15.4,50,4.58,04-04-2025,33,Invoice Generated,Japan,Indian Export,Order Released,40,-16,109.92
Pending,France,Generic,209,31.35,150,3.58,,129,No Invoice,France,Indian Export,Order Pending,40,169,748.22
Pending,UK,Jerky,148,37,250,11.64,,129,Invoice Pending,UK,Indian Export,Order Pending,20,128,1722.72
Under Review,China,Premium Chocolate,164,8.2,50,12.39,04-04-2025,160,Invoice Generated,China,Indian Export,Order Released,40,124,2031.96
Pending,China,Generic,30,3,100,9.42,02-04-2025,38,Invoice Generated,China,Indian Export,Order Released,30,0,282.6
Under Review,Canada,Generic,500,85.5,300,9.1,06-04-2025,507,Invoice Generated,Canada,Indian Export,Order Released,20,425,4550
Unknown,USA,Generic,77,23.1,300,4.03,,129,No Invoice,USA,Indian Export,Order Pending,40,37,310.31
Under Review,Mexico,Brand Chips,180,85.5,150,8.32,,129,Invoice Pending,Mexico,Indian Export,Order Pending,20,160,1497.6
Approved,France,Generic,288,7.2,25,4.12,03-04-2025,281,Invoice Generated,France,Local/Regional Sourcing,Order Released,40,248,1186.56
Pending,Singapore,Generic,48,12,250,6.87,,129,Invoice Generated,Singapore,Local/Regional Sourcing,Order Pending,40,8,329.76
Under Review,Japan,Regular Chips,171,27,150,2.73,,129,Unknown,Japan,Indian Export,Order Pending,40,131,466.83
Unknown,Canada,Generic,3,0.75,250,3.76,01-04-2025,-4,Invoice Generated,Canada,Local/Regional Sourcing,Order Released,20,-17,11.28
Approved,China,Generic,280,21,75,8.3,,129,Invoice Generated,China,Indian Export,Order Released,40,240,2324
Under Review,Italy,Dried Fruit,90,9,100,8.78,,129,No Invoice,Italy,Indian Export,Order Pending,90,0,790.2
Approved,Spain,Regular Chips,541,85.5,300,2.8,,129,Invoice Pending,Spain,Indian Export,Order Released,40,425,1514.8
Pending,Singapore,Popcorn,42,12.6,300,1.49,,129,No Invoice,Singapore,Indian Export,Order Released,80,-38,62.58
Pending,Unknown,Generic,7,0.35,50,3.14,,129,Unknown,Unknown,Indian Export,Order Released,80,-73,21.98
Approved,France,Generic,200,40,200,10,13-04-2025,200,Invoice Generated,France,Local/Regional Sourcing,Order Released,140,0,2000
Pending,Canada,Premium Nuts,48,14.4,300,16.655,,129,No Invoice,Canada,Indian Export,Order Pending,20,28,799.44
Under Review,Mexico,Generic,280,56,200,3.07,30-03-2025,288,Invoice Generated,Mexico,Indian Export,Order Released,20,260,859.6
Approved,Singapore,Popcorn,280,21,75,1.21,,129,Invoice Generated,Singapore,Indian Export,Order Released,20,260,338.8
Approved,UK,Generic,420,21,213,6.25,,129,No Invoice,UK,Local/Regional Sourcing,Order Pending,80,340,2625
Pending,Australia,Generic,252,9.92,25,9.38,,129,Invoice Generated,Australia,Indian Export,Order Released,40,212,2363.76
Pending,Brazil,Regular Chips,76,5.7,366,4.67,06-04-2025,86,Invoice Generated,Brazil,Local/Regional Sourcing,Order Released,20,56,354.92
Pending,China,Generic,407,85.5,500,5.06,,129,Invoice Pending,China,Local/Regional Sourcing,Order Pending,40,367,2059.42
Pending,Germany,Generic,43,8.6,200,2.51,,129,No Invoice,Germany,Indian Export,Order Released,20,23,107.93
Unknown,Italy,Health Bars,430,85.5,500,4.61,10-04-2025,426,Invoice Generated,Italy,Indian Export,Order Pending,20,410,1982.3
Under Review,Italy,Generic,23,5.75,150,5.43,,129,Invoice Pending,Italy,Local/Regional Sourcing,Order Pending,80,-57,124.89
Approved,Singapore,Generic,132,35,150,7.53,31-03-2025,129,Invoice Generated,Singapore,Indian Export,Order Released,40,92,993.96
Pending,Mexico,Health Bars,6,3,500,15.65,02-04-2025,3,Invoice Generated,Mexico,Indian Export,Order Released,40,-34,93.9
Pending,France,Regular Chips,541,15.4,100,3.72,,129,Unknown,France,Indian Export,Order Released,20,425,2012.52
Pending,Canada,Premium Chocolate,200,5,25,16.655,,129,Invoice Generated,Canada,Local/Regional Sourcing,Order Released,140,0,3331
Pending,Mexico,Generic,60,9,150,3.23,10-04-2025,65,Invoice Generated,Mexico,Indian Export,Order Released,40,20,193.8
Pending,UK,Unknown,165,8.25,50,13.14,,129,Invoice Pending,UK,Local/Regional Sourcing,Order Released,80,85,2168.1
Unknown,Italy,Regular Chips,4,0.3,75,3.47,,129,Invoice Generated,Italy,Indian Export,Order Released,40,-36,13.88
Pending,Mexico,Premium Chocolate,541,85.5,500,16.655,,129,Invoice Pending,Mexico,Local/Regional Sourcing,Order Released,20,425,9010.355
Pending,Canada,Generic,46,6.9,150,7.63,,129,No Invoice,Canada,Indian Export,Order Pending,40,6,350.98
Unknown,Canade,Generic,36,1.8,50,8.66,13-04-2025,46,Invoice Generated,Canade,Indian Export,Order Released,20,16,311.76
Unknown,Spain,Generic,49,9.8,200,3.2,09-04-2025,58,Invoice Generated,Spain,Indian Export,Order Released,40,9,156.8
Pending,Germany,Premium Chocolate,72,1.8,25,16.655,11-04-2025,82,Invoice Generated,Germany,Indian Export,Order Released,72,0,1199.16
Unknown,Australia,Generic,387,19.35,50,6.64,04-04-2025,397,Invoice Generated,Australia,Indian Export,Order Released,20,367,2569.68
Pending,Brazil,Generic,378,9.45,25,8.39,,129,No Invoice,Brazil,Indian Export,Order Released,80,298,3171.42
Approved,South Korea,Regular Nuts,160,48,300,16.655,,129,No Invoice,South Korea,Indian Export,Order Pending,140,0,2664.8
Pending,Mexico,Jerky,32,3.2,100,16.655,,129,No Invoice,Mexico,Local/Regional Sourcing,Order Pending,40,-8,532.96
Unknown,China,Brand Chips,198,14.85,75,5.61,,129,No Invoice,China,Indian Export,Order Released,140,0,1110.78
Pending,USA,Generic,19,2.85,150,6.44,09-04-2025,20,Invoice Generated,USA,Indian Export,Order Released,80,-61,122.36
Pending,Germany,Generic,230,17.25,75,3.14,07-04-2025,220,Invoice Generated,Germany,Indian Export,Order Released,80,150,722.2
Under Review,UK,Generic,40,6,150,2.06,,129,Invoice Pending,UK,Indian Export,Order Released,40,0,82.4
Pending,Italy,Generic,66,19.8,300,2.79,,129,No Invoice,Italy,Local/Regional Sourcing,Order Pending,40,26,184.14
Pending,South Korea,Premium Chips,351,26.33,75,9.5,,129,Invoice Pending,South Korea,Indian Export,Order Released,140,0,3334.5
Under Review,Spain,Generic,200,15.4,25,8.6,08-04-2025,190,Invoice Generated,Spain,Indian Export,Order Released,20,180,1720
Pending,Japan,Brand Chips,29,14.5,500,3.97,,129,Invoice Pending,Japan,Indian Export,Order Released,40,-11,115.13
Unknown,USA,Dried Fruit,140,28,200,10.26,,129,No Invoice,USA,Indian Export,Order Released,40,100,1436.4
Under Review,Brazil,Premium Chips,280,70,250,7.12,02-04-2025,270,Invoice Generated,Brazil,Indian Export,Unknown,40,240,1993.6
Approved,Italy,Premium Chocolate,222,16.65,75,16.655,31-03-2025,212,Invoice Generated,Italy,Local/Regional Sourcing,Order Released,80,142,3697.41
Under Review,Spain,Regular Nuts,432,43.2,100,12.36,08-04-2025,434,Invoice Generated,Spain,Indian Export,Order Released,40,392,5339.52
Pending,USA,Regular Chips,132,16,100,6.25,01-04-2025,129,Invoice Generated,USA,Indian Export,Order Released,40,92,825
Under Review,Singapore,Generic,312,15.6,50,8.31,,129,No Invoice,Singapore,Indian Export,Order Released,80,232,2592.72
Pending,Australia,Unknown,12,0.9,75,3.56,10-04-2025,2,Invoice Generated,Australia,Indian Export,Order Pending,20,-8,42.72
Under Review,Fraace,Generic,104,20.8,200,6.41,,129,No Invoice,Fraace,Indian Export,Order Pending,40,64,666.64
Pending,Italy,Regular Chips,46,11.5,150,3.72,07-04-2025,44,Invoice Generated,Italy,Local/Regional Sourcing,Order Released,80,-34,171.12
Pending,Brazil,Popcorn,66,13.2,200,6.22,,129,No Invoice,Brazil,Indian Export,Order Pending,20,46,410.52
Pending,Brazil,Generic,164,32.8,200,3.1,01-04-2025,154,Invoice Generated,Brazil,Local/Regional Sourcing,Order Pending,80,84,508.4
Pending,USA,Premium Nuts,224,16.8,362,16.655,,129,Invoice Pending,USA,Indian Export,Order Pending,140,0,3730.72
Pending,France,Generic,252,25.2,100,3.96,09-04-2025,260,Invoice Generated,France,Indian Export,Order Released,20,232,997.92
Under Review,Singapore,Regular Chips,160,8,50,4.05,13-04-2025,154,Invoice Generated,Singapore,Indian Export,Order Released,80,80,648
Under Review,South Korea,Generic,300,7.5,25,7.23,,129,No Invoice,South Korea,Indian Export,Order Released,80,220,2169
Pending,Germany,Generic,78,11.7,150,5.85,,129,Invoice Generated,Germany,Indian Export,Order Released,20,58,456.3
Pending,Canada,Regular Chips,264,66,250,3.36,,129,Invoice Generated,Canada,Indian Export,Order Released,40,224,887.04
Under Review,Australia,Generic,100,25,250,4.11,13-04-2025,98,Invoice Generated,Australia,Indian Export,Order Released,40,60,411
Under Review,Italy,Generic,35,3.5,100,8.27,,129,Invoice Pending,Italy,Indian Export,Order Released,40,-5,289.45
Unknown,Spain,Generic,60,18,300,8.12,05-04-2025,50,Invoice Generated,Spain,Local/Regional Sourcing,Order Released,40,20,487.2
Under Review,Singapore,Generic,217,54.25,250,3.63,07-04-2025,224,Invoice Generated,Singapore,Indian Export,Order Pending,40,177,787.71
Unknown,Brazil,Unknown,22,11,500,3.02,10-04-2025,19,Invoice Generated,Brazil,Local/Regional Sourcing,Order Released,20,2,66.44
Pending,USA,Generic,46,9.2,200,8.62,,129,No Invoice,USA,Local/Regional Sourcing,Order Pending,20,26,396.52
Under Review,Germany,Regular Chips,68,20.4,300,2.82,,129,Invoice Generated,Germany,Local/Regional Sourcing,Order Released,40,28,191.76
Pending,Mexico,Popcorn,405,30.38,75,6.25,07-04-2025,405,Invoice Generated,Mexico,Indian Export,Order Released,40,365,2531.25
Approved,Mexico,Unknown,24,15.4,150,6.67,,129,No Invoice,Mexico,Indian Export,Order Pending,80,-56,160.08
Unknown,USA,Generic,168,33.6,150,8.8,,129,Invoice Pending,USA,Indian Export,Order Pending,20,148,1478.4
Approved,Singapore,Premium Chocolate,80,24,512.5,7.68,,129,No Invoice,Singapore,Indian Export,Unknown,40,40,614.4
Pending,ahina,Generic,60,3,50,7.82,,129,No Invoice,ahina,Indian Export,Order Pending,40,20,469.2
Approved,Australia,Generic,63,12.6,200,2.52,,129,Unknown,Australia,Indian Export,Order Pending,80,-17,158.76
Pending,Canada,Generic,132,5.4,300,4.91,,129,No Invoice,Canada,Indian Export,Order Pending,40,92,648.12
Pending,Italy,Generic,18,1.8,100,6.97,,129,No Invoice,Italy,Indian Export,Order Pending,40,-22,125.46
Unknown,Canada,Health Bars,29,4.35,150,9.2,,129,Invoice Pending,Canada,Local/Regional Sourcing,Order Released,40,-11,266.8
Pending,France,Generic,176,35.2,200,8.43,15-04-2025,176,Invoice Generated,France,Indian Export,Order Pending,20,156,1483.68
Under Review,Australia,Premium Chocolate,140,7,150,16.655,01-04-2025,141,Invoice Generated,Australia,Local/Regional Sourcing,Order Released,140,0,2331.7
Pending,Mexico,Generic,336,16.8,50,6.74,,129,Invoice Pending,Mexico,Indian Export,Order Pending,140,0,2264.64
Under Review,UK,Generic,168,50.4,300,6.28,,129,Invoice Pending,UK,Local/Regional Sourcing,Order Released,20,148,1055.04
Under Review,UK,Popcorn,279,20.93,75,1.87,,129,No Invoice,UK,Indian Export,Order Released,40,239,521.73
Unknown,Singapore,Generic,286,7.15,25,3.43,02-04-2025,290,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,40,246,980.98
Pending,Australia,Dried Fruit,132,15.4,512.5,6,11-04-2025,129,Invoice Generated,Australia,Indian Export,Order Released,40,92,792
Unknown,Canada,Popcorn,17,3.4,200,3.7,06-04-2025,19,Invoice Generated,Canada,Local/Regional Sourcing,Order Released,80,-63,62.9
Pending,USA,Dried Fruit,176,26.4,150,8.94,,129,No Invoice,USA,Indian Export,Order Released,20,156,1573.44
Approved,South Korea,Generic,84,8.4,100,4.45,11-04-2025,92,Invoice Generated,South Korea,Indian Export,Order Released,84,0,373.8
Pending,Canada,Generic,192,48,250,8.59,07-04-2025,190,Invoice Generated,Canada,Indian Export,Order Released,40,152,1649.28
Pending,China,Brand Chips,84,42,500,3.2,,129,Invoice Pending,China,Indian Export,Order Released,84,0,268.8
Under Review,South Korea,Premium Chips,50,5,100,7.42,,129,Unknown,South Korea,Indian Export,Unknown,80,-30,371
Under Review,France,Premium Chocolate,77,19.25,250,6.17,14-04-2025,79,Invoice Generated,France,Indian Export,Order Released,40,37,475.09
Pending,USA,Popcorn,198,29.7,150,2.36,12-04-2025,204,Invoice Generated,USA,Indian Export,Pending,80,118,467.28
Approved,Brazil,Unknown,203,40.6,200,2.97,02-04-2025,208,Invoice Generated,Brazil,Indian Export,Order Pending,140,0,602.91
Under Review,Germany,Brand Chips,541,85.5,150,7.98,12-04-2025,592,Invoice Generated,Germany,Indian Export,Order Released,80,425,4317.18
Under Review,Inaia,Generic,319,63.8,200,4.65,03-04-2025,310,Invoice Generated,Inaia,Indian Export,Order Released,40,279,1483.35
Unknown,Singapore,Unknown,21,10.5,500,3.98,,129,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,40,-19,83.58
Pending,UK,Regular Nuts,45,15.4,250,16.655,,129,Unknown,UK,Local/Regional Sourcing,Order Released,45,0,749.475
Under Review,South Korea,Generic,38,9.5,250,6.47,,129,Invoice Generated,South Korea,Indian Export,Order Pending,40,-2,245.86
Unknown,Italy,Generic,390,85.5,500,4.25,09-04-2025,394,Invoice Generated,Italy,Local/Regional Sourcing,Order Released,20,370,1657.5
Approved,Brazil,Generic,3,0.9,300,9.94,,129,Invoice Pending,Brazil,Indian Export,Order Released,80,-77,29.82
Pending,Spain,Generic,30,7.5,250,5.52,,129,No Invoice,Spain,Indian Export,Order Released,80,-50,165.6
Under Review,Spain,Regular Chips,10,2,200,4.98,,129,Invoice Pending,Spain,Indian Export,Order Pending,10,0,49.8
Unknown,Unknown,Generic,40,1,25,9.01,05-04-2025,40,Invoice Generated,Unknown,Indian Export,Order Released,40,0,360.4
Under Review,Mexico,Generic,109,15.4,100,3.02,,129,Invoice Pending,Mexico,Local/Regional Sourcing,Order Released,40,69,329.18
Pending,France,Generic,5,0.13,25,6.25,,129,Invoice Pending,France,Local/Regional Sourcing,Order Pending,40,-35,31.25
Approved,Germany,Generic,270,85.5,500,16.655,,129,Unknown,Germany,Indian Export,Order Released,20,250,4496.85
Pending,Singapore,Jerky,517,85.5,200,13.77,,129,Invoice Pending,Singapore,Indian Export,Order Pending,40,425,7119.09
